sentence_index	sentence	label
8535	The film is directed by Wally Wolodarsky from a script by Joe Jarvis and Greg Coolidge .	2
8536	These are names to remember , in order to avoid them in the future .	0
8537	If this is the resurrection of the Halloween franchise , it would have been better off dead .	0
8538	This formulaic chiller will do little to boost Stallone 's career .	1
8539	I saw Knockaround Guys yesterday , and already the details have faded like photographs from the Spanish-American War ... It 's so unmemorable that it turned my ballpoint notes to invisible ink .	1
8540	Though Avary has done his best to make something out of Ellis ' nothing novel , in the end , his Rules is barely worth following .	1
8541	The average local news columnist has a bigger rant on the war between modern landscape architecture and small-town America .	2
8542	No worse than a lot of the crap we 've been offered this summer , and slightly better than Men in Black 2 as far as slapdash extraterrestrial comedies go .	2
8543	The plot is so predictable and sentimental that viewers are likely to lose interest before Sandrine and her goats walk off into the sunset .	1
8544	At first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .	1
8545	Never Again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds .	1
8546	the story itself is uninteresting , and the songs are painfully undistinguished : They Might Be Giants ' So to Be One of Us may be the most tuneless tune ever composed .	0
8547	Technically , the film is about as interesting as an insurance commercial .	1
8548	The title 's lameness should clue you in on how bad the movie is .	0
8550	While the film shuns the glamour or glitz that an American movie might demand , Scherfig tosses us a romantic scenario that is just as simplistic as a Hollywood production .	2
8551	The humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny .	1
8552	It 's a movie forged in the fires of Chick Flick Hell .	1
8553	Its characters are thinner than cardboard -- or even comic-book paper .	1
8554	Any one episode of The Sopranos would send this ill-conceived folly to sleep with the fishes .	0
8555	Feels like the grittiest movie that was ever made for the Lifetime cable television network .	2
8556	Lanie 's professional success means she must be a failure at life , because she 's driven by ambition and Does n't Know How to Have Fun .	1
8557	Credit must be given to Harland Williams , Michael Rosenbaum and Barry Watson , who inject far more good-natured spirit and talent into this project than it deserves	3
8558	Denzel Washington 's efforts are sunk by all the sanctimony .	0
8560	So faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check .	2
8561	Rambles on in a disjointed , substandard fashion from one poorly executed action sequence to the next .	0
8562	There 's an audience for it , but it could have been funnier and more innocent .	1
8563	I can only imagine one thing worse than Kevin Spacey trying on an Irish accent , and that 's sultry Linda Fiorentino doing the same thing .	1
8564	An awkward and indigestible movie .	1
8565	The movie has very little to offer besides unintentional laughs .	1
8566	Haneke keeps us at arm 's length .	2
8567	Guided more by intellect than heart , his story flattens instead of sharpens .	0
8568	All the well-meaningness in the world ca n't erase the fact that The Believer feels like a 12-Step Program for the Jewish Nazi .	0
8569	Like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness .	1
8570	There 's no way to sort out the mess in our heads and deconstruct where it all went wrong .	2
8571	This is an hour and a half of daydreaming .	2
8572	Message movie or an action-packed submarine spectacular ?	3
8573	Alas , it 's neither .	1
8574	No movement , no yuks , not much of anything .	1
8575	` Dragonfly ' is a movie about a bus wreck that turns into a film wreck .	1
8576	Thirty years ago , it would have been groundbreaking .	1
8577	Now it 's just tired .	1
8578	Heavy-handed exercise in time-vaulting literary pretension .	2
8579	The movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students .	2
8580	A thinly veiled excuse for Wilson to play his self-deprecating act against Murphy 's well-honed prima donna shtick .	1
8581	A minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through .	1
8582	The movie succumbs to being nothing more than a formulaic chase in the dark .	1
8583	Plays as hollow catharsis , with lots of tears but very little in the way of insights .	1
8584	It will come as no surprise that the movie is n't scary .	1
8585	But here 's the real damn : It is n't funny , either .	0
8586	Quick : who wants to see a comedy about shoddy airport security ?	1
8587	The reason I found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory .	2
8588	What you get with Empire is a movie you 've seen many times before , repackaged as new material because there is a Latino in the lead .	0
8589	Cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- I 'm not one of them .	1
8590	Looks awfully like one long tourist spot for a Mississippi that may never have existed outside of a scriptwriter 's imagination .	1
8591	The period -- swinging London in the time of the mods and the rockers -- gets the once-over once again in Gangster No. 1 , but falls apart long before the end .	1
8592	High Crimes miscasts nearly every leading character .	1
8593	The overall feel of the film is pretty cheesy , but there 's still a real sense that the Star Trek tradition has been honored as best it can , given the embarrassing script and weak direction .	1
8594	De Niro looks bored , Murphy recycles Murphy , and you mentally add Showtime to the pile of Hollywood dreck that represents nothing more than the art of the deal .	0
8595	I did n't believe for a moment in these villains or their plot .	1
8596	Another rent installment for the Ian Fleming estate .	1
8597	With Danilo Donati 's witty designs and Dante Spinotti 's luscious cinematography , this might have made a decent children 's movie -- if only Benigni had n't insisted on casting himself in the title role .	3
8598	So lazy and slipshod it confuses the mere flashing of kinky soft-core imagery with naughty fun .	1
8599	Though it draws several decent laughs , it 's low-cal Woody at best .	2
8600	Has little on its mind aside from scoring points with drag gags .	1
8603	Well-shot but badly written tale set in a future ravaged by dragons .	1
8604	Sadly , Hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .	1
8605	If Melville is creatively a great whale , this film is canned tuna .	0
8606	This film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .	1
8607	Just one more collection of penis , breast and flatulence gags in search of a story .	0
8608	Or a profit .	2
8609	Or some damn thing .	1
8610	The acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from Gilligan 's Island -- and the CGI Scooby might well be the worst special-effects creation of the year .	0
8611	Enough trivializes an important crisis , reduces it to an almost comic embarrassment .	0
8612	The makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .	0
8613	I like Frank the Pug , though .	3
8614	A restrained Ribisi convinces as an Italian , though if ever a movie needed one of the actor 's whiny jags to pump it up , this has to be among the rare ones .	2
8615	Gee , a second assassin shot Kennedy ?	1
8616	Moot point .	1
8617	A hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .	1
8618	Needless to say , the dramatics that follow are utter hooey .	0
8619	The problem is that rather than dramatizing this premise , Mr. Desplechin is content to state it .	2
8620	Madonna still ca n't act a lick .	0
8621	Even the imaginative gore ca n't hide the musty scent of Todd Farmer 's screenplay , which is a simple retread of the 1979 Alien , with a plucky heroine battling a monster loose in a spaceship .	1
8622	If you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce .	1
8623	The episodic film makes valid points about the depersonalization of modern life .	3
8624	But the characters tend to be cliches whose lives are never fully explored .	1
8625	Serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in America in 2002 .	4
8626	But hard-to-believe plot twists force the movie off track in its final half hour .	1
8627	Do n't let your festive spirit go this far .	1
8628	Though the book runs only about 300 pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like Mr. Schepisi 's seems skimpy and unclear .	1
8629	Hey , at least the title of this film lets you know exactly where it 's heading .	2
8630	Intended to be a comedy about relationships , this wretched work falls flat in just about every conceivable area .	1
8631	Sensitive though not quite revelatory documentary .	2
8632	Director Brian Levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you 'll find on a French poodle .	1
8633	... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .	1
8634	Suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .	1
8635	I 'd give real money to see the perpetrators of Chicago torn apart by dingoes .	1
8636	Movies like this are selling the old European candor , the old wink of ` bold ' revelation .	2
8637	But in 2002 , such revelations wilt .	2
8638	The timing in nearly every scene seems a half beat off .	1
8640	A fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .	3
8641	Flounders due to the general sense that no two people working on the production had exactly the same thing in mind .	1
8642	Even if you feel like you 've seen this movie a thousand times before , it is kind of enjoyable thanks mainly to Belushi 's easy-going likableness .	2
8643	The story bogs down in a mess of purposeless violence .	1
8644	Despite some gulps the film is a fuzzy huggy .	3
8645	McKay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness	1
8646	A recipe for cinematic disaster ... part Quentin Tarantino , part Guy Ritchie , and part 1960s spy spoof , it 's all bad .	0
8647	The cumulative effect of the relentless horror on parade numbs the movie 's power as a work of drama .	2
8648	Another big , dumb action movie in the vein of XXX , The Transporter is riddled with plot holes big enough for its titular hero to drive his sleek black BMW through .	1
8649	Aaliyah rarely dampens her diva persona enough to spark genuine chemistry with Townsend .	2
8650	When she speaks , her creepy Egyptian demigod voice is as computer processed and overproduced as it was in her music .	0
8651	Outrageousness is all Plympton seemed to be going for this time .	1
8652	We miss the quirky amazement that used to come along for an integral part of the ride .	1
8654	Well before it 's over , Beijing Bicycle begins spinning its wheels .	2
8655	Home Alone goes Hollywood , a funny premise until the kids start pulling off stunts not even Steven Spielberg would know how to do .	1
8656	Besides , real movie producers are n't this nice .	2
8658	Passion , lip-synching , tragedy , and lots of really really high notes .	2
8659	For me , this opera is n't a favorite , so it 's a long time before the fat lady sings .	0
8660	Looks like a high school film project completed the day before it was due .	0
8661	Truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .	1
8662	Abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .	0
8663	Even die-hard fans of Japanese animation ... will find this one a challenge .	0
8664	Filmmakers have to dig deep to sink this low .	0
8665	Fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .	0
8666	The movie gets muted and routine .	1
8667	The issue of faith is not explored very deeply	1
8669	The situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels .	1
8670	It 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high .	1
8671	I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .	1
8672	K-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy Saving Private Ryanovich .	1
8673	A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .	1
8674	Automatically pegs itself for the straight-to-video sci-fi rental shelf .	0
8675	The film is like a series of beginnings and middles that never take off .	0
8676	Feels less like it 's about teenagers , than it was written by teenagers .	1
8677	Ja Rule and Kurupt should have gotten to rap .	2
8678	It would have benefitted the dialogue .	2
8679	A standard haunted house tale transplanted to the high seas .	2
8680	Elicits more groans from the audience than Jar Jar Binks , Scrappy Doo and Scooby Dumb , all wrapped up into one .	2
8681	It 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .	0
8682	In the end , White Oleander is n't an adaptation of a novel .	2
8683	It 's a flashy , star-splashed reduction .	2
8684	This film , starring Anthony Hopkins and Chris Rock , is your typical ` fish out of water ' story .	2
8685	You 've seen them a million times .	1
8686	Just one problem : Fish out of water usually die .	2
8687	This one does .	2
8688	The angst-ridden , affluent slacker characters are more grating than engaging .	0
8689	A soggy , shapeless mess ... just a dumb excuse for a waterlogged equivalent of a haunted-house movie .	1
8690	Men in Black II has sequel-itis something fierce .	1
8691	An ungainly , comedy-deficient , B-movie rush job ...	0
8692	A combination of standard , stiff TV-style animation and snazzy-looking digital effects that do little to disguise the fact that the characters barely move .	2
8693	An unsatisfying hybrid of Blair Witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .	1
8694	Say this for the soundtrack , it drowns out the lousy dialogue .	1
8695	After seeing SWEPT AWAY , I feel sorry for Madonna .	1
8696	Instead of kicking off the intrigue and suspense and mystery of the whole thing , Hart 's War , like the St. Louis Rams in the Super Bowl , waits until after halftime to get started .	1
8698	Maudlin and melodramatic we expected .	1
8699	Boring we did n't .	1
8700	Never quite transcends jokester status ... and the punchline does n't live up to Barry 's dead-eyed , perfectly chilled delivery .	1
8701	The film 's bathos often overwhelms what could have been a more multifaceted look at this interesting time and place .	2
8702	It almost plays like Solaris , but with guns and jokes .	3
8704	It wo n't be long before you 'll spy I Spy at a video store near you .	1
8705	This film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience .	0
8706	Propelled not by characters but by caricatures .	1
8707	There is not an ounce of honesty in the entire production .	0
8708	This extremely unfunny film clocks in at 80 minutes , but feels twice as long .	0
8709	Earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .	1
8710	The pivotal narrative point is so ripe the film ca n't help but go soft and stinky .	1
8711	For all its alleged youthful fire , XXX is no less subservient to Bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .	1
8712	A predictable and stereotypical little B-movie .	1
8714	Frustratingly , Dridi tells us nothing about El Gallo other than what emerges through his music .	1
8715	Places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .	1
8717	A very average science fiction film .	1
8718	Undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters .	0
8719	How anyone over the age of 2 can stomach the touchy-feely message this preachy produce promotes is beyond us .	2
8720	The sort of movie that gives tastelessness a bad rap .	0
8721	The cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama .	0
8722	The plot is straight off the shelf , the performances are television - caliber and the message of providing solace through deception is a little creepy .	1
8723	ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance	0
8724	A whimsical if predictable time-travel fable marred by a willful single-mindedness .	2
8725	Those who managed to avoid the Deconstructionist theorizing of French philosopher Jacques Derrida in college can now take an 85-minute brush-up course with the documentary Derrida .	1
8726	Or , you can do something fun tonight .	2
8727	Jolie 's performance vanishes somewhere between her hair and her lips .	1
8728	As with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure .	0
8729	Static , repetitive , muddy and blurry , Hey Arnold !	1
8730	would seem to have a lock on the title of ugliest movie of the year .	0
8731	For all of the contemporary post-colonialist consciousness that Kapur tries to bring to The Four Feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .	2
8732	When it comes to entertainment , children deserve better than Pokemon 4Ever .	1
8733	What The Four Feathers lacks is genuine sweep or feeling or even a character worth caring about .	2
8735	Yes , 4Ever is harmless in the extreme and it 'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to Spirited Away ?	2
8736	Preposterous and tedious , Sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .	1
8737	Calling this movie brainless would be paying it a compliment : it 's more like entertainment for trolls .	0
8738	None of these characters resembles anyone you 've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter .	1
8739	... just a big mess of a movie , full of images and events , but no tension or surprise .	0
8740	As elegantly crafted as it often is , Anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .	0
8741	Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .	0
8742	... has virtually no script at all ...	0
8743	Will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .	1
8744	This kind of dark comedy requires a delicate , surgical touch .	2
8746	just pound away .	2
8747	At times , however , Dogtown and Z-Boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about .	1
8748	Rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation .	3
8749	Screenwriters Scott Abbott and Michael Petroni have turned Rice 's complex Akasha into a cartoon monster .	1
8750	The writers , director Wally Wolodarsky , and all the actors should start their own coeducational fraternity : Kappa Rho Alpha Phi .	1
8751	Bad beyond belief and ridiculous beyond description .	0
8752	The new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted .	2
8753	Most of the action setups are incoherent .	1
8754	Liman , of Swingers and Go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase .	1
8755	... surprisingly inert for a movie in which the main character travels back and forth between epochs .	1
8756	The problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of Schwarzenegger outrunning a fireball .	1
8757	Dreary , highly annoying ... ` Some Body ' will appeal to No One .	1
8758	There 's something deeply creepy about Never Again , a new arrow in Schaeffer 's quiver of ineptitudes .	2
8759	The problem with concept films is that if the concept is a poor one , there 's no saving the movie .	1
8760	Sorry , Charlie	1
8761	A painfully leaden film destined for pre-dawn cable television slots .	1
8762	Blessed with immense physical prowess he may well be , but Ahola is simply not an actor .	1
8763	And in truth , cruel as it may sound , he makes Arnold Schwarzenegger look like Spencer Tracy .	1
8764	The cartoon that is n't really good enough to be on afternoon TV is now a movie that is n't really good enough to be in theaters .	0
8765	Shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .	1
8766	This pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .	1
8767	All ends well , sort of , but the frenzied comic moments never click .	1
8768	If this is the Danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps .	0
8769	Formula 51 is so trite that even Yu 's high-energy action stylings ca n't break through the stupor .	0
8770	Only a few minutes elapse before the daddy of all slashers arrives , still with the boiler suit and white mask , which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry .	2
8771	When the painted backdrops in a movie are more alive than its characters , you know you 're in trouble .	1
8773	The film is really not so much bad as bland .	1
8774	The central story lacks punch .	1
8775	Though Ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .	1
8776	This may be the dumbest , sketchiest movie on record about an aspiring writer 's coming-of-age .	0
8777	Succumbs to the same kind of maudlin , sentimental mysticism that mars the Touched by an Angel school of non-God spiritual-uplift movies .	1
8778	A harmless and mildly amusing family comedy .	3
8779	What was subtle and mystifying in the novella is now broad and farcical .	1
8780	The kids often appear to be reading the lines and are incapable of conveying any emotion .	1
8781	`` Men in Black II , '' has all the earmarks of a sequel .	3
8782	The story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?	2
8783	Sucking all the ` classic ' out of Robert Louis Stevenson 's Treasure Island and filling the void with sci-fi video game graphics and Disney-fied adolescent angst ...	1
8784	This 72-minute film does have some exciting scenes , but it 's a tad slow .	2
8785	While Super Troopers is above Academy standards , its quintet of writers could still use some more schooling .	1
8786	A mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .	1
8787	The low-budget Full Frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and Solaris is its big-budget brother .	1
8788	The plot is very clever , but Boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .	1
8789	The film seems all but destined to pop up on a television screen in the background of a scene in a future Quentin Tarantino picture	2
8790	A free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments .	0
8791	Apallingly absurd ... the chemistry or lack thereof between Newton and Wahlberg could turn an Imax theater into a 9 '' black and white portable TV .	0
8792	A well acted and well intentioned snoozer .	1
8793	The smug , oily demeanor that Donovan adopts throughout the stupidly named Pipe Dream is just repulsive .	0
8794	Must-see viewing for anyone involved in the high-tech industry .	4
8795	Others may find it migraine-inducing , despite Moore 's attempts at whimsy and spoon feeding .	0
8796	Despite its good nature and some genuinely funny moments , Super Troopers suffers from a bad case of arrested development .	2
8797	It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .	0
8798	I watched the brainless insanity of No Such Thing with mounting disbelief .	0
8799	This limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's Tootsie , forgetting only to retain a single laugh .	0
8800	Kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .	1
8801	While obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .	2
8802	Any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .	1
8803	Like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .	1
8804	I loved looking at this movie .	3
8805	I just did n't care as much for the story .	1
8806	Has all the poignancy of a Hallmark card and all the comedy of a Gallagher stand-up act .	2
8807	It does n't do the original any particular dishonor , but neither does it exude any charm or personality .	1
8808	fear dot com is so rambling and disconnected it never builds any suspense .	0
8809	A gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising .	2
8811	It feels like a community theater production of a great Broadway play : Even at its best , it will never hold a candle to the original .	0
8812	The film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other .	2
8813	The element of surprise might be the only thing Femme Fatale has going for it .	2
8814	It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .	1
8815	Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .	1
8816	A graceless , witless attempt at mating Some Like It Hot with the WWII espionage thriller .	1
8817	The story and characters are nowhere near gripping enough .	1
8818	Based on a David Leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .	1
8819	Just like every other Seagal movie , only louder and without that silly ponytail .	2
8820	To enjoy this movie 's sharp dialogue and delightful performance by Jolie and Burns , you have to gloss over the no sense ending .	2
8821	National Lampoon 's Van Wilder could be the worst thing to come out of National Lampoon since Class Reunion	0
8822	This is a great subject for a movie , but Hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director John Woo has built his career on .	1
8823	Ecks this one off your must-see list .	0
8824	Overall , the film misses the brilliance of Jelinek 's novel by some way .	1
8825	It settles for being merely grim .	1
8826	The Irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .	0
8827	It 's not thirsty , consuming passion which drives this movie .	2
8828	No , it 's the repetition of said behavior , and so Children of the Century is more mindless love than mad , more grating and boring than anything else .	0
8829	Just because it really happened to you , honey , does n't mean that it 's interesting to anyone else .	1
8831	Every so often a movie comes along that confirms one 's worse fears about civilization as we know it .	2
8832	The New Guy is one of them .	2
8833	This is n't a `` Friday '' worth waiting for .	0
8834	Everything that 's worthwhile about Collision Course can already be seen on television .	2
8835	If this movie belonged to a sorority , it would be called Beta Alpha Delta .	2
8836	Not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey .	2
8837	Uneasy mishmash of styles and genres .	1
8838	Herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among Germany and Eastern European Jews might have changed 20th-Century history is undermined by Ahola 's inadequate performance .	1
8839	All in all , there 's only one thing to root for : expulsion for everyone .	1
8840	Beyond a handful of mildly amusing lines ... there just is n't much to laugh at .	1
8841	Secret Ballot is too contemplative to be really funny .	2
8842	The film 's center will not hold .	1
8843	Myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .	1
8844	Too lazy to take advantage of its semi-humorous premise .	1
8845	A great ending does n't make up for a weak movie , and Crazy as Hell does n't even have a great ending .	1
8846	Dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter .	1
8847	Its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops .	1
8848	As an actor , The Rock is aptly named .	1
8849	A mostly tired retread of several other mob tales .	1
8850	I wish I could say `` Thank God It 's Friday '' , but the truth of the matter is I was glad when it was over .	0
8851	Nothing about it fits .	1
8852	As it abruptly crosscuts among the five friends , it fails to lend the characters ' individual stories enough dramatic resonance to make us care about them .	1
8853	Somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become G.I. Jane .	1
8854	The cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .	1
8855	Consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .	1
8856	The movie quickly drags on becoming boring and predictable .	1
8857	I tried to read the time on my watch .	1
8858	The film makes a tragic error by going on for too long , trying to mirror every subsequent event in Chinese history : war , revolution , Communism , etc. .	0
8859	Johnson has , in his first film , set himself a task he is not nearly up to .	2
8860	Ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` What 's the point ? '	1
8861	The two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .	1
8862	The film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing .	1
8863	The movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .	0
8864	Once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .	1
8865	There 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought .	1
8866	It seems just a long , convoluted ploy to get men into drag -- period drag , no less .	2
8867	The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .	1
8868	Even by dumb action-movie standards , Ballistic : Ecks vs. Sever is a dumb action movie .	0
8869	The film equivalent of a toy chest whose contents get scattered over the course of 80 minutes .	1
8870	Just a bloody mess .	1
8871	Creepy but ultimately unsatisfying thriller .	1
8872	You would be better off investing in the worthy EMI recording that serves as the soundtrack , or the home video of the 1992 Malfitano-Domingo production .	1
8873	Has something to say ... but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .	2
8874	Bears is bad .	1
8875	Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .	1
8876	As is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious .	2
8877	George , hire a real director and good writers for the next installment , please .	1
8878	For a film about two mismatched buddies , Crystal and De Niro share little screen time and even less chemistry .	1
8879	However clever Nelson has been in providing variation within the confines of her structure and staging , the question remains whether this should , indeed , have been presented as a theatrical release .	2
8880	Extreme Oops - oops , ops , no matter how you spell it , it 's still a mistake to go see it .	1
8881	What could and should have been biting and droll is instead a tepid waste of time and talent .	1
8882	What will , most likely , turn out to be the most repellent movie of 2002 .	0
8883	... too dull to enjoy .	1
8884	A morality tale whose thought-provoking potential is hampered by a made-for-TV look , rigid performances and an asinine ` twist ' that brazenly rips off The Sixth Sense .	2
8885	Here 's a self-congratulatory 3D IMAX rah-rah .	1
8886	Eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work .	4
8887	But even a hero can stumble sometimes .	1
8888	A sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .	1
8889	It 's all very cute , though not terribly funny if you 're more than six years old .	3
8890	The impact of the Armenian genocide is diluted by too much stage business in the modern day .	1
8892	Lacking gravitas , MacDowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel .	0
8893	Leave these Flowers unpicked -- they 're dead on the vine .	0
8894	Admirable , certainly , but not much fun to watch .	2
8895	For Caine Lovers only .	1
8896	A shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .	1
8897	De Niro may enjoy the same free ride from critics afforded to Clint Eastwood in the lazy Bloodwork .	0
8898	But like Bruce Springsteen 's gone-to-pot Asbury Park , New Jersey , this sad-sack waste of a movie is a City of ruins .	0
8899	No , it 's not nearly as good as any of its influences .	1
8900	A reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .	2
8901	The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .	2
8902	Human Nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .	1
8903	City by the Sea is the cinematic equivalent of defensive driving : It 's careful , conscientious and makes no major mistakes .	3
8904	But what saves lives on the freeway does not necessarily make for persuasive viewing .	1
8905	The Marquis de Sade could n't have been as dull a person as this film makes him out to be .	2
8906	What could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama .	1
8907	The cast is uniformly excellent ... but the film itself is merely mildly charming .	2
8908	Drives for the same kind of bittersweet , conciliatory tone that Three Seasons achieved but loses its way in rhetorical excess and blatant sentimentality .	2
